skill_score,qualification_score,location_score,stipend_score,experience_score,skill_x_location,skill_squared,shortlisted
0.75,0.75,0.763,0.3,0.846,0.572,0.562,0
0.85,0.401,0.917,0.5,0.461,0.779,0.722,1
0.0,0.506,0.0,0.644,0.667,0.0,0.0,0
0.008,0.291,0.75,0.223,0.787,0.006,0.0,0
0.75,0.9,0.2,0.0,0.826,0.15,0.562,0
0.199,0.5,1.0,1.0,0.103,0.199,0.04,0
1.0,0.25,0.0,0.774,0.056,0.0,1.0,0
0.979,0.25,0.953,0.27,0.572,0.933,0.958,1
0.75,0.75,0.525,0.259,0.747,0.394,0.562,1
0.342,0.165,0.75,0.3,0.869,0.257,0.117,0
0.57,0.561,0.199,0.578,0.13,0.113,0.325,0
0.734,0.733,0.75,0.499,0.285,0.55,0.539,1
0.263,0.988,0.857,0.639,0.521,0.225,0.069,1
0.188,0.774,0.216,0.25,0.875,0.041,0.035,0
0.5,0.5,0.2,0.649,0.41,0.1,0.25,0
1.0,0.85,0.25,0.85,0.159,0.25,1.0,0
1.0,0.75,0.702,0.906,0.089,0.702,1.0,1
0.09,0.75,1.0,0.1,0.4,0.09,0.008,0
0.5,0.212,0.552,0.75,0.855,0.276,0.25,1
0.464,0.645,0.396,0.782,0.457,0.184,0.215,1
0.307,0.909,0.004,0.033,0.024,0.001,0.094,0
0.519,0.317,1.0,0.242,0.876,0.519,0.269,1
0.829,0.578,0.75,0.174,0.814,0.622,0.687,1
0.2,0.126,1.0,0.843,0.565,0.2,0.04,0
0.85,0.0,0.0,0.593,0.025,0.0,0.722,0
0.079,0.3,0.634,0.187,0.587,0.05,0.006,0
0.25,0.807,0.85,0.275,0.841,0.212,0.062,0
0.579,0.75,0.123,0.5,0.805,0.071,0.335,1
0.85,0.208,0.0,1.0,0.863,0.0,0.722,1
0.375,0.75,0.18,0.25,0.594,0.068,0.141,0
0.117,0.5,0.2,0.5,0.834,0.023,0.014,0
0.0,0.3,0.5,0.25,0.027,0.0,0.0,0
0.25,0.75,0.0,1.0,0.587,0.0,0.062,0
0.436,0.922,0.25,0.887,0.253,0.109,0.19,1
0.85,0.25,0.488,0.424,0.672,0.415,0.722,0
0.607,0.85,0.2,0.2,0.862,0.121,0.368,1
0.85,0.2,0.5,0.3,0.322,0.425,0.722,1
0.372,0.122,0.0,0.214,0.511,0.0,0.138,0
0.0,0.3,0.2,0.2,0.517,0.0,0.0,0
0.435,0.198,0.75,0.85,0.379,0.326,0.189,1
0.5,0.3,0.85,1.0,0.889,0.425,0.25,0
0.75,1.0,0.039,0.069,0.086,0.029,0.562,0
0.275,0.4,0.85,0.2,0.354,0.234,0.076,0
0.2,0.938,0.25,0.0,0.125,0.05,0.04,0
0.724,0.0,0.5,0.538,0.004,0.362,0.524,0
0.0,0.5,0.5,0.792,0.342,0.0,0.0,0
0.583,0.5,0.753,0.966,0.372,0.439,0.34,1
1.0,0.75,0.976,0.75,0.203,0.976,1.0,1
0.0,0.3,0.735,0.0,0.068,0.0,0.0,0
0.25,1.0,0.0,1.0,0.685,0.0,0.062,0
0.5,0.655,0.106,0.5,0.347,0.053,0.25,0
0.203,0.2,0.25,0.951,0.52,0.051,0.041,0
0.2,0.241,0.187,1.0,0.407,0.037,0.04,0
0.084,0.3,1.0,0.2,0.397,0.084,0.007,0
0.75,0.423,0.75,0.5,0.477,0.562,0.562,1
0.2,0.959,0.0,0.575,0.215,0.0,0.04,0
1.0,0.405,0.3,0.88,0.241,0.3,1.0,1
0.348,1.0,0.0,1.0,0.817,0.0,0.121,0
0.853,0.17,0.167,0.75,0.128,0.142,0.728,1
0.85,0.5,0.171,0.01,0.317,0.145,0.722,0
0.25,0.2,0.567,0.835,0.473,0.142,0.062,0
0.0,0.5,0.85,0.257,0.438,0.0,0.0,0
0.5,0.5,0.775,0.902,0.536,0.388,0.25,1
0.728,0.75,0.659,0.75,0.028,0.48,0.53,1
0.431,0.0,0.75,0.965,0.789,0.323,0.186,0
0.449,0.527,0.5,0.391,0.376,0.225,0.202,0
0.0,0.85,0.123,0.567,0.713,0.0,0.0,0
0.0,0.3,0.3,0.85,0.561,0.0,0.0,0
0.5,0.5,0.0,1.0,0.111,0.0,0.25,0
0.5,0.001,0.5,0.785,0.452,0.25,0.25,0
0.2,0.143,0.432,0.291,0.029,0.086,0.04,0
0.75,0.2,0.92,0.3,0.508,0.69,0.562,1
1.0,0.25,0.75,0.85,0.274,0.75,1.0,1
0.461,0.75,1.0,0.85,0.453,0.461,0.213,1
0.85,1.0,0.461,0.026,0.69,0.392,0.722,1
0.5,0.58,0.85,0.75,0.113,0.425,0.25,0
1.0,0.085,0.0,0.0,0.74,0.0,1.0,0
0.864,1.0,0.739,0.25,0.465,0.638,0.746,1
0.136,0.64,0.5,0.937,0.725,0.068,0.018,0
0.0,1.0,0.52,0.0,0.426,0.0,0.0,0
0.2,0.3,0.3,0.842,0.492,0.06,0.04,0
0.859,0.432,0.185,0.657,0.154,0.159,0.738,0
1.0,0.85,0.959,0.85,0.352,0.959,1.0,1
0.75,0.148,0.0,0.2,0.522,0.0,0.562,1
0.657,0.85,0.468,0.277,0.884,0.307,0.432,1
0.503,1.0,0.2,0.25,0.317,0.101,0.253,0
0.25,0.5,0.068,0.484,0.866,0.017,0.062,0
1.0,0.525,0.5,0.85,0.526,0.5,1.0,1
0.0,0.159,0.0,1.0,0.291,0.0,0.0,0
0.917,0.105,0.728,1.0,0.83,0.668,0.841,1
0.0,0.073,0.607,0.924,0.289,0.0,0.0,0
0.3,0.75,0.85,0.25,0.391,0.255,0.09,0
0.086,0.0,0.25,0.36,0.367,0.021,0.007,0
0.25,0.958,0.528,0.25,0.513,0.132,0.062,0
0.3,0.439,0.874,0.3,0.704,0.262,0.09,0
0.25,1.0,0.25,0.29,0.745,0.062,0.062,0
0.3,0.075,0.85,0.2,0.491,0.255,0.09,0
0.85,0.032,0.3,0.0,0.125,0.255,0.722,0
0.924,0.878,0.0,0.564,0.549,0.0,0.854,0
0.346,0.75,0.2,0.479,0.117,0.069,0.12,0
0.75,0.85,0.85,0.876,0.205,0.637,0.562,0
0.25,1.0,0.738,0.2,0.348,0.184,0.062,0
0.75,0.2,0.85,0.85,0.393,0.637,0.562,1
1.0,0.75,0.888,0.568,0.892,0.888,1.0,1
0.813,0.25,0.85,0.5,0.542,0.691,0.661,0
0.13,0.2,0.076,0.206,0.635,0.01,0.017,0
0.859,0.85,0.78,0.25,0.474,0.67,0.738,1
0.503,0.75,0.622,0.25,0.821,0.313,0.253,0
0.85,0.211,0.3,0.25,0.629,0.255,0.722,0
0.2,0.0,1.0,0.2,0.054,0.2,0.04,0
0.2,0.385,0.25,1.0,0.479,0.05,0.04,0
0.5,0.91,0.336,0.263,0.678,0.168,0.25,1
1.0,1.0,0.929,0.807,0.498,0.929,1.0,1
0.287,0.535,0.85,0.75,0.421,0.244,0.082,0
0.0,0.5,0.25,0.296,0.514,0.0,0.0,0
0.5,0.782,0.608,1.0,0.595,0.304,0.25,0
0.444,0.0,0.85,0.3,0.368,0.377,0.197,0
1.0,0.2,0.85,0.276,0.782,0.85,1.0,1
0.147,0.05,0.0,1.0,0.775,0.0,0.022,0
0.25,0.5,0.016,0.849,0.486,0.004,0.062,0
0.0,0.75,0.0,0.5,0.513,0.0,0.0,0
0.071,0.85,0.5,0.36,0.878,0.035,0.005,0
0.85,0.16,0.25,0.026,0.548,0.212,0.722,0
0.85,0.379,0.3,0.2,0.86,0.255,0.722,0
0.565,0.63,0.539,1.0,0.718,0.305,0.319,1
0.52,0.25,0.293,0.25,0.719,0.152,0.27,0
0.5,0.115,0.75,0.85,0.504,0.375,0.25,1
1.0,0.449,0.3,0.245,0.818,0.3,1.0,0
0.606,0.342,0.75,0.3,0.518,0.455,0.367,0
0.9,0.016,0.5,0.711,0.423,0.45,0.81,1
0.834,0.25,0.132,0.919,0.814,0.11,0.696,0
0.3,0.119,0.898,0.2,0.895,0.269,0.09,1
0.355,1.0,0.741,1.0,0.63,0.263,0.126,0
0.59,0.509,0.0,0.85,0.607,0.0,0.348,0
0.25,0.85,0.097,0.5,0.043,0.024,0.062,0
1.0,0.75,0.25,0.042,0.851,0.25,1.0,0
0.431,1.0,0.5,0.0,0.259,0.215,0.186,0
0.25,0.5,0.753,0.666,0.127,0.188,0.062,0
0.755,0.0,0.54,0.007,0.749,0.408,0.57,1
1.0,1.0,1.0,0.0,0.645,1.0,1.0,1
0.75,0.2,0.993,0.116,0.318,0.745,0.562,1
0.727,1.0,0.75,0.513,0.699,0.545,0.529,1
0.0,0.85,1.0,0.878,0.032,0.0,0.0,0
0.25,0.3,0.265,0.25,0.66,0.066,0.062,0
0.0,0.857,0.003,1.0,0.55,0.0,0.0,0
0.5,0.631,0.5,0.3,0.79,0.25,0.25,0
0.668,1.0,1.0,0.25,0.101,0.668,0.446,0
0.287,0.325,0.116,0.85,0.595,0.033,0.082,0
0.3,0.484,0.489,0.3,0.026,0.147,0.09,0
0.75,0.5,0.5,1.0,0.383,0.375,0.562,1
0.75,0.34,0.309,0.3,0.482,0.232,0.562,0
1.0,0.129,0.2,0.09,0.634,0.2,1.0,0
0.553,0.519,0.3,0.838,0.356,0.166,0.306,0
0.25,0.332,0.25,0.036,0.018,0.062,0.062,0
0.75,0.042,0.0,0.25,0.03,0.0,0.562,0
0.378,0.85,0.077,1.0,0.018,0.029,0.143,0
0.3,1.0,0.194,0.312,0.291,0.058,0.09,0
0.5,0.2,1.0,0.85,0.387,0.5,0.25,1
0.85,0.3,1.0,0.951,0.686,0.85,0.722,1
0.2,0.3,1.0,0.85,0.299,0.2,0.04,0
0.095,0.75,0.2,1.0,0.754,0.019,0.009,0
0.761,0.75,0.5,0.834,0.033,0.381,0.579,1
0.2,0.25,0.795,0.85,0.864,0.159,0.04,0
1.0,0.2,0.426,0.25,0.681,0.426,1.0,1
0.166,0.2,0.75,1.0,0.126,0.124,0.028,0
0.2,0.75,0.72,0.271,0.29,0.144,0.04,0
0.3,1.0,0.803,0.371,0.544,0.241,0.09,0
0.5,0.72,0.135,1.0,0.009,0.068,0.25,0
0.0,0.006,0.199,0.75,0.298,0.0,0.0,0
0.3,1.0,0.345,0.25,0.247,0.103,0.09,0
0.584,1.0,0.934,0.3,0.07,0.545,0.341,1
0.28,0.0,1.0,1.0,0.297,0.28,0.078,0
0.85,0.737,0.909,0.0,0.705,0.773,0.722,0
1.0,0.25,0.2,0.0,0.123,0.2,1.0,0
1.0,1.0,0.241,1.0,0.636,0.241,1.0,1
0.317,1.0,0.955,0.834,0.64,0.303,0.1,0
1.0,0.251,0.75,0.178,0.78,0.75,1.0,1
0.346,0.3,0.3,0.995,0.176,0.104,0.12,0
1.0,0.0,0.916,0.2,0.546,0.916,1.0,1
0.75,0.85,0.0,0.823,0.777,0.0,0.562,0
0.632,1.0,0.648,0.2,0.034,0.41,0.399,1
0.153,0.871,0.75,0.119,0.399,0.115,0.023,0
1.0,0.25,0.737,0.5,0.808,0.737,1.0,1
0.722,0.2,0.403,0.67,0.058,0.291,0.521,0
0.85,0.75,1.0,1.0,0.368,0.85,0.722,1
0.941,1.0,0.85,0.2,0.51,0.8,0.885,1
0.0,0.0,1.0,0.02,0.152,0.0,0.0,0
0.46,0.943,0.25,0.738,0.279,0.115,0.212,1
0.5,0.5,0.3,0.25,0.159,0.15,0.25,0
0.265,0.85,1.0,0.3,0.033,0.265,0.07,0
0.3,0.434,0.682,0.5,0.63,0.205,0.09,0
0.794,0.25,0.75,0.0,0.465,0.596,0.63,1
1.0,0.85,0.2,0.0,0.567,0.2,1.0,0
0.75,0.85,0.1,0.306,0.42,0.075,0.562,1
1.0,1.0,0.474,0.5,0.541,0.474,1.0,1
0.2,0.877,0.901,1.0,0.383,0.18,0.04,0
0.2,0.25,0.887,0.943,0.179,0.177,0.04,0
0.13,0.0,0.309,0.801,0.413,0.04,0.017,0
0.25,0.25,0.0,0.25,0.393,0.0,0.062,0
1.0,0.374,0.85,1.0,0.618,0.85,1.0,1
0.668,0.706,0.096,0.25,0.36,0.064,0.446,1
0.75,0.2,1.0,1.0,0.16,0.75,0.562,1
0.2,0.752,0.646,0.25,0.04,0.129,0.04,0
0.75,0.426,0.75,0.481,0.235,0.562,0.562,0
0.75,0.834,0.2,0.0,0.59,0.15,0.562,0
0.161,1.0,1.0,0.75,0.38,0.161,0.026,1
0.2,0.802,0.85,0.712,0.76,0.17,0.04,0
0.25,0.532,0.2,0.5,0.853,0.05,0.062,0
1.0,0.728,0.2,0.2,0.109,0.2,1.0,0
0.85,0.5,0.767,0.5,0.161,0.652,0.722,1
0.5,0.0,0.85,0.531,0.357,0.425,0.25,1
0.3,0.633,0.85,0.75,0.62,0.255,0.09,1
0.835,0.524,0.2,0.0,0.132,0.167,0.697,0
0.882,0.2,0.5,0.2,0.166,0.441,0.778,0
0.743,0.75,0.794,0.85,0.554,0.59,0.552,1
0.694,1.0,1.0,0.25,0.249,0.694,0.482,1
0.91,0.273,0.2,0.657,0.247,0.182,0.828,0
0.635,0.25,0.5,1.0,0.259,0.318,0.403,0
0.588,0.329,0.2,0.5,0.312,0.118,0.346,0
1.0,0.25,0.256,1.0,0.871,0.256,1.0,0
0.85,1.0,0.85,0.451,0.421,0.722,0.722,1
0.85,1.0,0.023,0.556,0.442,0.02,0.722,1
0.132,0.85,0.25,0.0,0.514,0.033,0.017,0
0.75,0.85,0.418,0.85,0.693,0.314,0.562,1
0.687,0.636,1.0,0.75,0.445,0.687,0.472,1
0.449,0.178,1.0,0.763,0.591,0.449,0.202,0
1.0,0.974,0.2,0.139,0.558,0.2,1.0,0
1.0,0.325,1.0,0.684,0.857,1.0,1.0,1
0.79,0.3,0.161,0.3,0.158,0.127,0.624,0
0.323,0.0,0.75,1.0,0.891,0.242,0.104,0
0.5,1.0,0.872,0.245,0.65,0.436,0.25,1
0.682,1.0,0.07,0.85,0.795,0.048,0.465,1
0.607,0.715,0.2,0.75,0.745,0.121,0.368,0
0.75,0.512,0.429,0.25,0.762,0.322,0.562,0
0.2,0.366,0.142,0.75,0.189,0.028,0.04,0
0.074,0.492,0.5,0.75,0.298,0.037,0.005,0
0.5,0.3,0.5,0.5,0.507,0.25,0.25,0
0.25,0.85,1.0,0.154,0.725,0.25,0.062,0
0.859,0.25,0.25,0.3,0.526,0.215,0.738,1
0.745,0.406,0.17,0.25,0.528,0.127,0.555,0
1.0,0.485,1.0,1.0,0.807,1.0,1.0,1
0.342,0.25,1.0,0.789,0.585,0.342,0.117,0
0.2,0.846,0.524,0.25,0.327,0.105,0.04,0
0.952,0.85,0.2,0.056,0.51,0.19,0.906,1
0.25,0.651,0.75,1.0,0.239,0.188,0.062,0
0.733,0.906,0.5,0.25,0.22,0.366,0.537,1
0.2,0.2,0.0,0.0,0.398,0.0,0.04,0
1.0,0.75,0.0,0.2,0.648,0.0,1.0,0
0.589,0.756,0.252,0.85,0.443,0.148,0.347,1
0.85,0.3,0.249,1.0,0.453,0.212,0.722,0
0.25,0.85,0.51,0.3,0.059,0.128,0.062,0
0.75,1.0,0.194,0.25,0.192,0.146,0.562,0
1.0,0.85,0.21,0.324,0.173,0.21,1.0,1
0.25,0.157,0.981,0.789,0.702,0.245,0.062,0
0.472,0.304,0.5,0.829,0.284,0.236,0.223,0
1.0,0.75,0.75,0.3,0.877,0.75,1.0,1
0.25,0.5,0.5,0.75,0.712,0.125,0.062,0
0.3,0.618,0.85,0.25,0.144,0.255,0.09,0
0.593,0.947,0.39,0.706,0.225,0.231,0.352,0
0.2,0.5,0.5,0.85,0.1,0.1,0.04,0
0.325,0.414,0.25,0.3,0.506,0.081,0.106,0
1.0,0.261,0.85,0.14,0.693,0.85,1.0,1
0.739,0.361,0.747,0.5,0.421,0.552,0.546,1
0.5,0.0,0.75,1.0,0.718,0.375,0.25,0
1.0,1.0,0.96,0.327,0.485,0.96,1.0,1
0.0,0.565,0.781,0.2,0.517,0.0,0.0,0
0.191,0.75,0.466,0.994,0.137,0.089,0.036,0
1.0,1.0,0.739,0.889,0.361,0.739,1.0,1
0.39,0.5,0.85,0.584,0.691,0.332,0.152,0
0.2,0.925,0.715,0.3,0.696,0.143,0.04,0
0.0,0.2,0.54,0.327,0.284,0.0,0.0,0
0.5,0.5,0.25,0.027,0.79,0.125,0.25,0
0.75,0.25,1.0,0.3,0.185,0.75,0.562,1
0.093,1.0,0.122,0.12,0.44,0.011,0.009,0
0.317,0.0,0.36,0.0,0.85,0.114,0.1,1
1.0,0.2,0.85,0.434,0.763,0.85,1.0,1
0.084,0.39,0.85,0.897,0.041,0.071,0.007,0
0.0,0.25,0.75,0.061,0.722,0.0,0.0,0
0.372,0.3,0.3,0.965,0.668,0.112,0.138,0
0.0,0.03,0.75,0.909,0.239,0.0,0.0,0
0.332,0.034,0.914,0.75,0.686,0.303,0.11,0
0.0,0.25,0.0,0.75,0.418,0.0,0.0,0
0.44,0.809,0.75,0.85,0.115,0.33,0.194,0
0.2,0.3,1.0,0.25,0.203,0.2,0.04,0
0.75,1.0,0.25,0.5,0.296,0.188,0.562,0
0.52,0.85,0.132,0.3,0.521,0.069,0.27,0
0.75,0.794,0.014,0.835,0.214,0.011,0.562,0
0.75,0.85,1.0,0.3,0.408,0.75,0.562,1
0.85,0.514,0.25,0.75,0.695,0.212,0.722,0
0.5,0.263,0.427,1.0,0.114,0.213,0.25,1
0.2,0.5,0.5,0.75,0.498,0.1,0.04,0
0.972,1.0,0.25,0.199,0.67,0.243,0.945,0
0.563,0.2,0.363,1.0,0.15,0.204,0.317,1
0.635,0.226,0.716,1.0,0.772,0.455,0.403,1
0.949,1.0,0.894,0.3,0.649,0.848,0.901,1
1.0,0.209,0.594,0.75,0.126,0.594,1.0,1
0.25,0.3,0.391,0.5,0.063,0.098,0.062,0
0.75,1.0,0.152,0.85,0.685,0.114,0.562,1
0.5,1.0,0.75,0.0,0.487,0.375,0.25,1
0.5,0.949,0.5,0.75,0.383,0.25,0.25,1
0.866,0.85,0.0,1.0,0.864,0.0,0.75,0
0.75,0.963,0.2,0.28,0.652,0.15,0.562,1
1.0,0.5,0.083,0.75,0.218,0.083,1.0,0
0.85,0.75,1.0,0.87,0.601,0.85,0.722,1
0.0,0.2,0.239,1.0,0.734,0.0,0.0,0
0.75,0.573,1.0,0.628,0.7,0.75,0.562,1
1.0,0.5,0.75,0.729,0.764,0.75,1.0,1
0.344,0.249,0.2,0.5,0.692,0.069,0.118,0
0.85,0.753,0.172,0.2,0.3,0.146,0.722,0
0.836,0.5,0.0,0.313,0.447,0.0,0.699,1
0.85,0.485,0.75,0.755,0.863,0.637,0.722,1
1.0,1.0,0.56,0.538,0.358,0.56,1.0,1
0.0,0.915,0.852,0.5,0.48,0.0,0.0,0
0.104,0.815,0.294,0.2,0.291,0.031,0.011,0
0.246,0.5,0.25,0.983,0.221,0.061,0.061,0
0.216,0.25,0.858,1.0,0.373,0.185,0.047,0
1.0,1.0,1.0,0.707,0.884,1.0,1.0,1
0.5,0.3,0.5,0.25,0.289,0.25,0.25,0
0.796,0.2,0.784,1.0,0.482,0.624,0.634,1
0.228,1.0,0.224,0.0,0.414,0.051,0.052,0
0.2,0.171,0.2,0.477,0.636,0.04,0.04,0
0.85,0.2,0.491,0.943,0.888,0.417,0.722,1
0.85,1.0,0.508,0.85,0.776,0.432,0.722,0
0.5,0.2,0.53,0.733,0.224,0.265,0.25,0
0.179,0.75,0.332,0.75,0.517,0.059,0.032,0
1.0,1.0,0.5,0.5,0.32,0.5,1.0,1
0.5,0.75,0.5,0.633,0.306,0.25,0.25,0
0.2,0.061,0.85,0.0,0.867,0.17,0.04,0
0.75,1.0,0.2,0.188,0.559,0.15,0.562,1
0.5,0.25,0.3,0.706,0.792,0.15,0.25,1
0.75,0.0,0.888,0.12,0.841,0.666,0.562,0
0.25,0.3,0.498,0.997,0.828,0.124,0.062,0
0.548,1.0,0.669,0.25,0.329,0.367,0.3,1
0.188,0.85,0.75,0.91,0.637,0.141,0.035,0
1.0,0.5,0.563,0.522,0.681,0.563,1.0,1
0.25,0.3,0.75,1.0,0.074,0.188,0.062,0
1.0,1.0,0.5,0.699,0.475,0.5,1.0,1
0.307,0.3,0.739,0.2,0.87,0.227,0.094,0
0.2,0.684,0.3,0.2,0.82,0.06,0.04,0
0.892,0.073,0.25,0.2,0.041,0.223,0.796,0
0.116,0.25,0.915,0.25,0.888,0.106,0.013,0
1.0,0.25,0.85,0.423,0.513,0.85,1.0,1
0.205,0.737,0.0,1.0,0.339,0.0,0.042,0
0.75,0.0,0.395,0.449,0.597,0.296,0.562,0
0.115,0.489,0.5,0.5,0.86,0.058,0.013,0
0.285,1.0,0.0,0.3,0.855,0.0,0.081,0
0.3,0.2,0.2,0.0,0.75,0.06,0.09,0
0.806,1.0,0.3,0.2,0.597,0.242,0.65,0
0.769,0.044,0.25,0.5,0.83,0.192,0.591,0
0.0,0.3,0.506,0.25,0.302,0.0,0.0,0
0.75,0.25,0.288,1.0,0.868,0.216,0.562,1
0.41,0.3,0.322,0.0,0.616,0.132,0.168,1
0.0,0.769,0.25,0.035,0.491,0.0,0.0,0
0.476,1.0,1.0,0.3,0.615,0.476,0.227,1
0.75,0.3,0.85,0.5,0.573,0.637,0.562,1
0.999,0.368,0.5,0.75,0.369,0.499,0.998,1
0.987,0.5,0.75,1.0,0.415,0.74,0.974,1
0.464,0.75,1.0,0.25,0.641,0.464,0.215,1
0.729,0.363,1.0,0.85,0.192,0.729,0.531,1
0.75,1.0,0.3,1.0,0.801,0.225,0.562,0
0.432,0.024,1.0,0.273,0.671,0.432,0.187,0
0.75,0.3,0.5,0.3,0.686,0.375,0.562,1
0.763,0.2,0.787,0.0,0.828,0.6,0.582,0
0.0,0.5,0.25,0.308,0.059,0.0,0.0,0
0.75,0.3,0.0,0.16,0.793,0.0,0.562,1
1.0,1.0,0.281,0.249,0.102,0.281,1.0,0
0.097,0.75,1.0,0.0,0.528,0.097,0.009,0
1.0,0.3,0.2,0.947,0.51,0.2,1.0,0
0.886,0.25,0.677,0.111,0.842,0.6,0.785,0
0.5,0.0,1.0,1.0,0.376,0.5,0.25,1
0.192,1.0,0.023,0.25,0.047,0.004,0.037,0
0.75,0.338,0.75,0.333,0.028,0.562,0.562,0
0.011,0.85,1.0,0.2,0.626,0.011,0.0,0
0.85,0.854,0.407,0.5,0.647,0.346,0.722,1
0.85,0.75,0.085,0.319,0.458,0.072,0.722,1
0.806,0.0,0.0,0.25,0.701,0.0,0.65,0
0.0,0.341,0.07,1.0,0.568,0.0,0.0,0
0.613,0.25,0.0,0.0,0.003,0.0,0.376,0
0.0,0.387,0.193,0.708,0.446,0.0,0.0,0
0.2,0.2,0.25,1.0,0.518,0.05,0.04,0
0.0,0.5,0.228,0.85,0.541,0.0,0.0,0
0.75,0.5,0.531,0.968,0.227,0.398,0.562,1
0.0,0.2,0.818,0.75,0.011,0.0,0.0,0
1.0,0.914,0.606,0.569,0.654,0.606,1.0,1
1.0,0.85,0.313,0.19,0.529,0.313,1.0,1
1.0,0.324,0.945,1.0,0.407,0.945,1.0,1
0.42,0.25,0.381,0.149,0.329,0.16,0.176,0
0.905,0.25,0.0,0.3,0.244,0.0,0.819,1
0.3,1.0,0.25,1.0,0.39,0.075,0.09,0
0.0,0.2,0.5,0.608,0.127,0.0,0.0,0
0.3,0.2,0.632,0.5,0.616,0.19,0.09,0
0.25,0.85,0.807,0.37,0.873,0.202,0.062,0
1.0,0.5,0.91,0.634,0.812,0.91,1.0,1
0.5,0.85,0.902,0.782,0.515,0.451,0.25,0
0.609,0.249,0.2,0.0,0.346,0.122,0.371,1
1.0,0.85,0.75,0.791,0.249,0.75,1.0,1
0.059,0.0,1.0,0.3,0.705,0.059,0.003,0
0.85,0.536,0.646,0.598,0.108,0.549,0.722,1
0.195,0.282,0.423,0.011,0.235,0.082,0.038,0
0.75,0.75,0.993,1.0,0.5,0.745,0.562,1
0.108,0.5,1.0,0.3,0.528,0.108,0.012,0
0.0,0.553,0.85,0.375,0.023,0.0,0.0,0
0.25,0.0,0.324,0.039,0.461,0.081,0.062,0
0.497,0.14,0.25,0.235,0.679,0.124,0.247,0
0.75,0.0,0.2,1.0,0.625,0.15,0.562,0
0.25,0.2,0.869,0.0,0.58,0.217,0.062,0
0.25,0.2,0.25,0.954,0.124,0.062,0.062,0
1.0,0.5,1.0,0.2,0.18,1.0,1.0,1
0.75,0.0,0.85,0.3,0.357,0.637,0.562,1
1.0,1.0,1.0,0.25,0.679,1.0,1.0,1
0.5,0.85,1.0,0.651,0.461,0.5,0.25,1
0.0,0.2,0.874,1.0,0.662,0.0,0.0,0
0.214,0.85,0.2,0.23,0.801,0.043,0.046,0
0.0,0.25,0.86,0.75,0.648,0.0,0.0,0
0.3,0.48,0.3,0.0,0.796,0.09,0.09,0
0.857,0.93,0.75,0.961,0.088,0.643,0.734,1
0.971,0.373,0.0,0.0,0.809,0.0,0.943,1
0.25,0.0,0.932,0.0,0.077,0.233,0.062,0
0.58,0.85,1.0,0.3,0.194,0.58,0.336,1
0.2,1.0,0.2,0.2,0.591,0.04,0.04,0
0.71,0.203,0.5,0.188,0.621,0.355,0.504,0
0.044,1.0,1.0,0.716,0.668,0.044,0.002,0
0.5,1.0,0.85,0.371,0.496,0.425,0.25,1
0.347,0.75,0.85,0.148,0.605,0.295,0.12,0
0.408,0.086,0.25,0.5,0.581,0.102,0.166,0
0.3,0.343,0.983,0.5,0.486,0.295,0.09,0
1.0,0.25,0.396,0.881,0.891,0.396,1.0,0
0.2,1.0,0.165,0.5,0.44,0.033,0.04,0
0.373,0.523,0.219,1.0,0.619,0.082,0.139,0
0.75,0.25,0.893,0.8,0.446,0.67,0.562,0
0.307,0.303,0.0,0.191,0.015,0.0,0.094,0
0.0,0.75,0.422,1.0,0.01,0.0,0.0,0
0.5,0.75,0.92,0.593,0.611,0.46,0.25,0
0.85,0.75,0.384,0.2,0.38,0.326,0.722,0
0.949,0.995,1.0,0.087,0.227,0.949,0.901,1
0.0,0.85,0.75,0.5,0.497,0.0,0.0,0
1.0,0.25,0.2,0.444,0.452,0.2,1.0,0
0.388,0.654,1.0,1.0,0.442,0.388,0.151,0
0.25,1.0,0.0,0.969,0.069,0.0,0.062,0
0.75,0.807,0.772,0.25,0.201,0.579,0.562,0
1.0,0.75,0.948,0.25,0.125,0.948,1.0,1
0.563,0.85,0.43,0.898,0.331,0.242,0.317,1
0.2,1.0,0.067,0.5,0.427,0.013,0.04,0
0.25,0.25,0.25,0.446,0.897,0.062,0.062,0
0.0,0.656,0.2,0.3,0.182,0.0,0.0,0
0.391,0.2,0.5,0.2,0.273,0.196,0.153,0
0.25,0.801,0.75,0.3,0.089,0.188,0.062,0
0.541,0.146,1.0,0.0,0.43,0.541,0.293,0
0.25,0.75,0.362,0.5,0.366,0.09,0.062,0
0.5,0.028,0.931,0.3,0.674,0.466,0.25,1
0.79,0.646,0.157,0.85,0.447,0.124,0.624,1
1.0,0.0,0.777,0.04,0.25,0.777,1.0,1
0.987,1.0,0.919,0.47,0.439,0.907,0.974,1
0.59,0.3,0.2,0.975,0.479,0.118,0.348,0
0.5,0.875,0.3,0.5,0.816,0.15,0.25,0
0.5,0.5,1.0,1.0,0.381,0.5,0.25,1
0.891,0.5,0.5,0.553,0.184,0.446,0.794,1
0.2,0.876,0.206,0.83,0.165,0.041,0.04,0
0.3,0.85,0.459,0.5,0.545,0.138,0.09,1
0.813,0.003,0.5,0.455,0.892,0.406,0.661,1
1.0,0.85,0.75,0.49,0.097,0.75,1.0,1
0.25,0.5,0.994,0.0,0.25,0.248,0.062,0
0.0,0.687,1.0,0.0,0.304,0.0,0.0,0
0.75,0.25,0.571,1.0,0.318,0.428,0.562,1
1.0,0.25,0.75,1.0,0.016,0.75,1.0,1
